Digital Audio and Acoustic Signal Processing,021870,ECE,485,0,0,0,0,0,0,0,0,0,0,0
Wireless Communication Systems,003642,ECE,486,0,0,0,0,0,0,0,0,0,0,0
Digital Image and Multidimensional Processing,003645,ECE,488,0,0,0,0,0,0,0,0,0,0,0
Advanced Robot System Design,024981,ECE,489,0,0,0,0,0,0,0,0,0,0,0
Special Topics in Electrical and Computer Engineering,022252,ECE,490D,0,0,0,0,0,0,0,0,0,0,0
Special Topics in Electrical and Computer Engineering,022251,ECE,490L,0,0,0,0,0,0,0,0,0,0,0
Projects in Electrical and Computer Engineering,003648,ECE,493,0,0,0,0,0,0,0,0,0,0,0
Projects in Electrical and Computer Engineering,003649,ECE,494,0,0,0,0,0,0,0,0,0,0,0
Special Topics in Electrical and Computer Engineering,003650,ECE,495,0,0,0,0,0,0,0,0,0,0,0
Special Topics in Electrical and Computer Engineering,003651,ECE,496,0,0,0,0,0,0,0,0,0,0,0
ECE Professional Development,023594,ECE,499,0,0,0,0,0,0,0,0,0,0,0
Economic Principles,003261,ECON,101,0,1,0,0,0,0,0,0,0,0,0
Economic Principles,022525,ECON,101D,0,1,0,0,0,0,0,0,0,0,0
Introduction to the History of Economic and Business Cultures,022172,ECON,111D,0,0,0,0,0,0,1,0,0,0,0
Globalization and Corporate Citizenship,023561,ECON,112FS,0,0,0,0,0,0,1,0,0,0,0
Introduction to Political Economy,020020,ECON,119,0,0,0,0,0,0,1,0,0,0,0
Financial Accounting,003273,ECON,174,0,0,0,0,0,1,0,0,0,0,0
Selected Topics In Economics,021884,ECON,190,0,0,0,0,0,0,0,0,0,0,0
Duke Administered Study Abroad: Special Topics in Economics,021867,ECON,190AS,0,0,0,0,0,0,0,0,0,0,0
Focus Program Topics in Economics,003275,ECON,190FS,0,0,0,0,0,0,0,0,0,0,0
Selected Topics in Economics,022055,ECON,190S,0,0,0,0,0,0,0,0,0,0,0
Intermediate Microeconomics I,014831,ECON,201D,0,1,0,0,0,0,0,0,0,0,0
Intermediate Microeconomics II,014832,ECON,205D,0,0,0,0,0,1,0,0,0,0,0
Introduction to Econometrics,003292,ECON,208D,0,0,0,0,0,0,0,0,1,0,0
Intermediate Macroeconomics,014833,ECON,210D,0,0,0,0,0,0,0,0,0,1,0
Engineering Systems Optimization and Economics,003775,ECON,212,0,0,0,0,0,0,0,0,0,0,0
Follow the Ruble: Money in Russian Literature and Culture,024691,ECON,213,0,0,0,0,0,0,1,0,0,0,0
American Business History,014653,ECON,222D,0,0,1,0,0,0,0,0,0,0,0
Legal Issues for the Performing Arts,022807,ECON,223S,0,0,0,0,0,0,1,0,0,0,0
Non-Profit Cultural Institutions,022579,ECON,247S,0,0,0,0,0,0,1,0,0,0,0
Racial and Ethnic Economic Inequality: A Cross National Perspective,020131,ECON,248,0,0,1,0,0,0,0,0,0,0,0
Shakespeare \u0026 Financial Markets: Why This Time is Never Different,023908,ECON,255S,0,0,1,0,0,0,0,0,0,0,0
Practical Financial Markets,023983,ECON,256,0,0,0,0,0,0,0,0,0,0,0
Economics of a United Europe,003268,ECON,260A,0,0,1,0,0,0,0,0,0,0,0
Life Within Capitalism: A History of its Values, Measures and Struggles,022572,ECON,270,0,0,0,0,0,0,1,0,0,0,0
Basic Finance and Investments,013123,ECON,271,0,0,0,0,0,0,0,0,1,0,0
Advanced Financial and Managerial Accounting,003335,ECON,274,0,0,0,0,0,1,0,0,0,0,0
Building and Sustaining a Successful Enterprise,023869,ECON,281A,0,0,0,0,0,0,0,0,0,0,0
Denial, Faith, Reason: Sustainability and Survival,022548,ECON,285,0,0,0,0,0,0,1,0,0,0,0
Selected Topics In Economics,021883,ECON,290,0,0,0,0,0,0,0,0,0,0,0
Duke-Administered Study Abroad: Special Topics in Economics,022069,ECON,290A,0,0,0,0,0,0,0,0,0,0,0
Duke-Administered Study Abroad: Special Topics in Economics,022067,ECON,290AS,0,0,0,0,0,0,0,0,0,0,0
Focus Program Topics in Economics,019797,ECON,290FS,0,0,0,0,0,0,0,0,0,0,0
Intellectual Property and Innovation: Law, Policy \u0026 Entrepreneurship,022929,ECON,295,0,0,0,0,0,0,1,0,0,0,0
Discovering Education and Human Development I: How Social Scientists Learn from Data,023620,ECON,298D,0,0,0,0,0,0,1,0,0,0,0
Introduction to Economic History,003284,ECON,302,0,0,1,0,0,0,0,0,0,0,0
The International Economy, 1850-Present: From Globalization to Globalization,014318,ECON,304,0,0,1,0,0,0,0,0,0,0,0
History of International Financial and Monetary Crises,020604,ECON,305,0,0,0,0,0,0,1,0,0,0,0
History of International Financial and Monetary Crises,024341,ECON,305A,0,0,0,0,0,0,1,0,0,0,0
Economic History and Modernization of the Islamic Middle East,018757,ECON,306,0,0,1,0,0,0,0,0,0,0,0
Understanding Financial Bubbles and Crises,024342,ECON,307A,0,1,0,0,0,0,0,0,0,0,0
Anthropology of Money,024695,ECON,309,0,0,1,0,0,0,0,0,0,0,0
Monetary Markets 4000BC-2000AD,020592,ECON,310S,1,0,0,0,0,0,0,0,0,0,0
History of Economic Thought,003301,ECON,311,0,0,1,0,0,0,0,0,0,0,0
Adam Smith and the System of Natural Liberty,003300,ECON,312,0,0,0,0,0,0,0,0,0,1,0
Adam Smith and the System of Natural Liberty,020769,ECON,312S,0,0,0,0,0,0,0,0,0,1,0
The Uses of Economics,013557,ECON,313,0,0,0,0,0,0,0,0,1,0,0
The History of Modern Macroeconomics from Keynes to the Present,003323,ECON,314S,0,0,0,0,0,0,0,0,0,0,1
History of Modern Economics,020643,ECON,316,0,0,0,0,0,0,0,0,0,1,0
History of Modern Economics,003342,ECON,316S,0,0,0,0,0,0,0,0,1,0,0
Innovation, Entrepreneurs \u0026 VCs,020584,ECON,317S,0,0,0,0,0,0,0,0,1,0,0
Economic Science Studies,013122,ECON,318S,0,0,0,0,0,0,0,0,0,1,0
The Philosophy and Methodology of Economics,015837,ECON,319,0,0,0,0,0,0,1,0,0,0,0
Globalization and Deglobalization,024652,ECON,320A,0,0,0,0,0,0,0,1,0,0,0
Art and Markets,017360,ECON,321S,0,0,1,0,0,0,0,0,0,0,0
Crime and Economics,020595,ECON,322S,0,1,0,0,0,0,0,0,0,0,0
Economics of Creative Goods,014806,ECON,322SA,0,0,0,0,0,0,0,0,1,0,0
Microfinance,020596,ECON,323,0,1,0,0,0,0,0,0,0,0,0
International Finance,021603,ECON,324A,0,1,0,0,0,0,0,0,0,0,0
Decision Making in Business,020606,ECON,327S,0,0,0,0,0,0,0,0,1,0,0
Regulation and Deregulation in Public Utilities,020590,ECON,328,0,0,0,0,0,1,0,0,0,0,0
Medical Malpractice,020800,ECON,329S,0,0,0,0,0,0,1,0,0,0,0
The Economic and Political History of the European Union,024905,ECON,330A,0,0,1,0,0,0,0,0,0,0,0
The Economics of the Energiewende in Germany,022105,ECON,331SA,0,0,0,0,0,0,1,0,0,0,0
Time Series for Financial Analysis,020583,ECON,332S,0,0,0,0,0,0,0,0,1,0,0
Private Equity,025149,ECON,333,0,1,0,0,0,0,0,0,0,0,0
Health Economics,003313,ECON,334,0,0,0,0,0,0,1,0,0,0,0
Economics of Global Health,023223,ECON,335,0,0,0,0,0,0,0,0,0,1,0
Economics of the Public Sector,020501,ECON,338,0,1,0,0,0,0,0,0,0,0,0
Environmental Economics and Policy,003322,ECON,339,0,0,0,0,0,0,0,0,0,1,0
The Contemporary Art Market,003297,ECON,343,0,0,0,0,0,0,0,0,1,0,0
History of Art Markets,000587,ECON,344,0,0,0,0,0,0,0,0,1,0,0
History of Art Markets,024401,ECON,344D,0,0,0,0,0,0,0,0,1,0,0
Urban Economics,003299,ECON,345,0,0,0,0,0,0,1,0,0,0,0
African Economic Development,020757,ECON,347,0,0,0,0,0,0,0,0,1,0,0
Women in the Economy,013824,ECON,348,0,0,1,0,0,0,0,0,0,0,0
Financial Institutions,003307,ECON,353,0,0,0,0,0,0,0,0,0,1,0
Financial Institutions,023213,ECON,353A,0,0,0,0,0,0,0,0,0,1,0
Financial Institutions,025386,ECON,353S,0,0,0,0,0,0,0,0,0,1,0
International Trade,003324,ECON,355,0,0,1,0,0,0,0,0,0,0,0
International Trade,022455,ECON,355A,0,0,1,0,0,0,0,0,0,0,0
Prisoner's Dilemma and Distributive Justice,016959,ECON,361,0,0,0,0,0,0,0,0,0,0,0
Prisoner's Dilemma and Distributive Justice,024380,ECON,361D,0,0,0,0,0,0,1,0,0,0,0
Psychology for Economists,020801,ECON,362,0,0,0,0,0,0,0,0,1,0,0
International Trade: Research Frontiers,020802,ECON,362S,0,0,0,0,0,0,0,0,0,0,1
Behavioral Finance: A Taxonomy of Money Mistakes,022466,ECON,368,0,1,0,0,0,0,0,0,0,0,0
Behavioral Finance: A Taxonomy of Money Mistakes,024177,ECON,368A,0,0,0,0,0,0,0,0,0,0,0
People and Poverty: Policymaking in Theory and in Practice,024751,ECON,369,0,0,0,0,0,0,0,0,1,0,0
Global Capital Markets,021348,ECON,370,0,0,0,0,0,0,0,0,0,0,1
Global Capital Markets,021981,ECON,370A,0,0,0,0,0,0,0,0,0,0,1
Labor and Family Economics,020586,ECON,371,0,0,0,0,0,0,0,0,1,0,0
Intermediate Finance,020042,ECON,372,0,0,0,0,0,1,0,0,0,0,0
Corporate Finance,003334,ECON,373,0,0,0,0,0,0,0,0,1,0,0
New Ventures Operating Plan,020587,ECON,374S,0,1,0,0,0,0,0,0,0,0,0
The Economics of Entrepreneurship,021118,ECON,375,0,0,0,0,0,0,0,0,0,0,0
Economics of Entrepreneurship,023206,ECON,375A,0,1,0,0,0,0,0,0,0,0,0
Financial Markets in the Global Economy,020791,ECON,376A,0,0,0,0,0,1,0,0,0,0,0
The Economics of Financial Derivatives \u0026 Financial Engineering,025341,ECON,377,0,1,0,0,0,0,0,0,0,0,0
The Economics of Financial Derivatives \u0026 Financial Engineering,020566,ECON,377A,0,0,0,0,0,1,0,0,0,0,0
Financial Risk Management,020589,ECON,378,0,0,0,0,0,1,0,0,0,0,0
Emerging Markets: Finance, Trade, Institutions and the World Economy,021349,ECON,379,0,0,1,0,0,0,0,0,0,0,0
Inside Hedge Funds,023790,ECON,381S,0,1,0,0,0,0,0,0,0,0,0
Politics, Philosophy, and Economics Capstone,008459,ECON,389,0,0,0,0,0,0,0,0,1,0,0
Selected Topics in Economics,003347,ECON,390,0,0,0,0,0,0,0,0,0,0,0
Duke-Administered Study Abroad: Advanced Special Topics in Economics,003276,ECON,390A,0,0,0,0,0,0,0,0,0,0,0
Selected Topics in Economics,015504,ECON,390S,0,0,0,0,0,0,0,0,0,0,0
Research Methods: Energy Markets and Environmental Impacts,021927,ECON,431,0,0,0,0,0,0,0,0,1,0,0
Research Methods: Energy Markets/Environmental Impacts,021382,ECON,431S,0,0,0,0,0,0,0,0,1,0,0
Environmental Justice: The Economics of Race, Place, and Pollution,023544,ECON,432S,0,0,0,0,0,0,1,0,0,0,0
The Economics of Wages and Employment,003311,ECON,433,0,0,0,0,0,0,1,0,0,0,0
Political Economy of Immigration,024199,ECON,434A,0,0,1,0,0,0,0,0,0,0,0
Economics of Education,024976,ECON,435S,0,1,0,0,0,0,0,0,0,0,0
Public Finance,003339,ECON,438,0,0,0,0,0,0,0,0,0,0,0
Development Economics: Theory, Evidence and Policy,017355,ECON,442,0,0,1,0,0,0,0,0,0,0,0
Development Economics: Theory, Evidence and Policy,017355,ECON,442,0,0,1,0,0,0,0,0,0,0,0
Economic Growth,000588,ECON,452,0,0,1,0,0,0,0,0,0,0,0
International Finance,017084,ECON,455,0,0,1,0,0,0,0,0,0,0,0
How Markets Work: Theory, Evidence and Empirical Tools,021350,ECON,461,0,0,0,0,0,0,0,0,1,0,0
Behavioral Economics,020486,ECON,462,0,0,0,0,0,1,0,0,0,0,0
Law and Economics,003333,ECON,463,0,0,0,0,0,0,1,0,0,0,0
Competitive Strategy and Industrial Organization,003340,ECON,464,0,0,0,0,0,1,0,0,0,0,0
Market Power and Public Policy,023225,ECON,465,0,0,0,0,0,0,0,0,0,0,0
Financial Markets and Investment,003314,ECON,471,0,0,0,0,0,1,0,0,0,0,0
Financial Markets and Investments,021980,ECON,471A,0,0,0,0,0,1,0,0,0,0,0
Goodner Equity Research Project,024750,ECON,472S,0,0,0,0,0,0,0,0,1,0,0
Corporate Finance Theory: Governance, Incentives and Valuation,022877,ECON,473,0,0,0,0,0,1,0,0,0,0,0
Empirical Asset Pricing,024356,ECON,476,0,1,0,0,0,0,0,0,0,0,0
Fixed Income Markets and Quantitative Methods,020790,ECON,477,0,0,0,0,0,1,0,0,0,0,0
Honors Junior Research Workshop in Finance,017114,ECON,480S,0,0,0,0,0,0,0,0,1,0,0
Honors Senior Research Workshop in Finance,017411,ECON,486S,0,0,0,0,0,0,0,0,1,0,0
Selected Topics in Economics,003348,ECON,490,0,0,0,0,0,0,0,0,0,0,0
Duke-Administered Study Abroad: Advanced Special Topics in Economics,022054,ECON,490A,0,0,0,0,0,0,0,0,0,0,0
Duke-Administered Study Abroad: Advanced Special Topics in Economics,022064,ECON,490AS,0,0,0,0,0,0,0,0,0,0,0
Selected Topics in Economics,015505,ECON,490S,0,0,0,0,0,0,0,0,0,0,0
Research Independent Study,025352,ECON,494,0,0,0,0,0,0,0,0,1,0,0
Honors Seminar I,003349,ECON,495S,0,0,0,0,0,0,0,0,1,0,0
Honors Seminar II,017300,ECON,496S,0,0,0,0,0,0,0,0,1,0,0
Social and Philosophical Foundations of Education,003513,EDUC,101,0,0,1,0,0,0,0,0,0,0,0
Social and Philosophical Foundations of Education,024432,EDUC,101S,0,0,1,0,0,0,0,0,0,0,0
Pursuit of Equality: Rethinking Schools - Lens of Social Justice,020823,EDUC,111FS,0,0,0,0,0,0,0,0,0,0,0
Medical Ethics, Aging, and End of Life Care in the US,023540,EDUC,112FS,0,0,0,0,0,0,0,0,0,0,0
Enterprising Leadership and Civic Engagement,023568,EDUC,113FS,0,0,0,0,0,0,0,0,0,0,0
Special Topics,018453,EDUC,190S,0,0,0,0,0,0,0,0,0,0,0
Introduction to Engaged Citizenship and Social Change (Gateway Course),023957,EDUC,201S,0,0,0,0,0,0,0,0,0,0,0
Digital Documentary Photography: Education, Childhood, and Growth,024221,EDUC,209FS,0,0,0,0,0,0,1,0,0,0,0
Digital Documentary Photography: Education, Childhood, and Growth,017875,EDUC,209S,0,0,0,0,0,0,0,0,0,0,0
Race, Power, and Identity: From Ali to Kaepernick,024711,EDUC,220,0,0,0,0,0,0,0,0,0,0,0
Marxism and Society,001911,EDUC,239,0,0,0,0,0,0,1,0,0,0,0
Educational Psychology,003519,EDUC,240,0,0,1,0,0,0,0,0,0,0,0
Promising Paradigms: Issues and Innovations in American Classrooms,020170,EDUC,241,0,0,0,0,0,0,1,0,0,0,0
Children, Schools, and Society,015755,EDUC,243S,0,0,1,0,0,0,0,0,0,0,0
Children's Self Expression: Literacy Through Photography,013031,EDUC,244S,0,0,0,0,0,0,1,0,0,0,0
Literacy, Writing, Tutoring,019060,EDUC,255S,0,0,0,0,0,0,0,0,0,0,1
Student Activism, Storytelling, and Community Change,023962,EDUC,259S,0,0,0,0,0,0,0,0,0,0,0
Peer Academic Advising,023094,EDUC,261S,0,0,0,0,0,0,0,0,0,0,0
The 21st Century Student: Open Knowledge and Education Innovation,024696,EDUC,262,0,0,0,0,0,0,0,0,0,1,0
Leadership and the Changing Landscape of Health Care,024160,EDUC,275S,0,0,0,0,0,0,1,0,0,0,0
Medical Ethics, Aging, and End of Life Care in the US,024414,EDUC,277S,0,0,0,0,0,0,0,0,0,0,0
Learning Outcomes Assessment: Understanding and Using Evidence to Guide Teaching, Learning, \u0026 Policy,024351,EDUC,289S,0,0,0,0,0,0,0,0,1,0,0
Selected Topics,003532,EDUC,290,0,0,0,0,0,0,0,0,0,0,0
Duke-Administered Study Abroad: Special Topics in Education,003512,EDUC,290A,0,0,0,0,0,0,0,0,0,0,0
Selected Topics,013030,EDUC,290S,0,0,0,0,0,0,0,0,0,0,0
Freshman-Sophomore Tutorials (TOP),015773,EDUC,290T,0,0,0,0,0,0,0,0,0,0,0
Discovering Education and Human Development I: How Social Scientists Learn from Data,023620,EDUC,298D,0,0,0,0,0,0,1,0,0,0,0
De/Re/Segregation in Education: A Case of Back to the Future?,024416,EDUC,303S,0,0,0,0,0,0,0,0,0,0,0
Issues of Education and Immigration,016899,EDUC,307S,0,0,1,0,0,0,0,0,0,0,0
School Dropout and Educational Policy,022164,EDUC,310S,0,0,1,0,0,0,0,0,0,0,0
Infancy, Early Childhood, and Educational Programs,003521,EDUC,321S,0,0,1,0,0,0,0,0,0,0,0
Legal Issues in Education,013029,EDUC,333S,0,0,0,0,0,0,0,0,1,0,0
Race, Class and the Rise of the American Charter School,023949,EDUC,338S,0,0,1,0,0,0,0,0,0,0,0
Asians in American Higher Education: Trends and Issues,024109,EDUC,345S,0,0,1,0,0,0,0,0,0,0,0
The University as a Culture: A Survivor's Guide,024418,EDUC,347S,0,0,0,0,0,0,0,0,0,0,0
Digital Durham,020459,EDUC,356S,0,0,0,0,0,0,0,0,1,0,0
Educational Leadership In and Beyond the Classroom,020060,EDUC,363,0,0,0,0,0,0,1,0,0,0,0
Exceptional Learners: Policies and Practices,020199,EDUC,366,0,0,0,0,0,0,0,0,1,0,0
Crisis Communications and Higher Education,003150,EDUC,385S,0,0,0,0,0,0,0,0,0,0,0
Junior-Senior Tutorials (Topics),003548,EDUC,390T-1,0,0,0,0,0,0,0,0,0,0,0
Junior-Senior Tutorials,010897,EDUC,390T-2,0,0,0,0,0,0,0,0,0,0,0
Independent Study,003559,EDUC,391,0,0,0,0,0,0,0,0,0,0,0
Research Independent Study,003558,EDUC,393,0,0,0,0,0,0,0,0,1,0,0
Teaching Practices in Elementary Mathematics and Science,017353,EDUC,407S,0,0,0,0,0,0,0,0,0,1,0
Teaching Practices in Elementary Language Arts and Social Studies,003516,EDUC,408S,0,0,1,0,0,0,0,0,0,0,0
Elementary Curriculum,003517,EDUC,409S,0,0,0,0,0,0,0,0,0,0,0
Research/Reflective Practice Elementary Education,013027,EDUC,410S,0,0,0,0,0,0,0,0,1,0,0
Elementary Education: Practicum,003520,EDUC,420,0,0,0,0,0,0,1,0,0,0,0
Elementary Education: Internship,003520,EDUC,420,0,0,0,0,0,0,1,0,0,0,0
Elementary Education: Practicum,022267,EDUC,420-1,0,0,0,0,0,0,1,0,0,0,0
Elementary Education: Internship,022267,EDUC,420-1,0,0,0,0,0,0,1,0,0,0,0
Women and the Professions,003526,EDUC,430S,0,0,0,0,0,0,1,0,0,0,0
From Reconstruction to No Child Left Behind: The Challenges of Reform in a Nation Divided,023325,EDUC,446S,0,0,1,0,0,0,0,0,0,0,0
Duke-Administered Study Abroad: Advanced Special Topics in Education,003514,EDUC,490A,0,0,0,0,0,0,0,0,0,0,0
Selected Topics,003562,EDUC,490S,0,0,0,0,0,0,0,0,0,0,0
Teaching Practices in Secondary Education,019576,EDUC,495,0,0,0,0,0,0,0,0,0,0,0
Secondary School Issues: Pedagogy, Culture, and Methods,003557,EDUC,496S,0,0,1,0,0,0,0,0,0,0,0
Seminar in Secondary School Teaching,003569,EDUC,497S,0,0,0,0,0,0,1,0,0,0,0
Secondary Education: Practicum,003570,EDUC,498,0,0,1,0,0,0,0,0,0,0,0
Secondary Education: Internship,003570,EDUC,498,0,0,1,0,0,0,0,0,0,0,0
Secondary Education: Practicum,022459,EDUC,498-1,0,0,1,0,0,0,0,0,0,0,0
Secondary Education: Internship,022459,EDUC,498-1,0,0,1,0,0,0,0,0,0,0,0
Engineering Design and Communication,025290,EGR,101L,0,0,0,0,0,0,0,0,0,0,0
Computational Methods in Engineering,003765,EGR,103L,0,0,0,0,0,1,0,0,0,0,0
Mapping Engineering onto Biology,018002,EGR,112,0,0,0,0,0,0,0,0,0,0,0
Mapping Engineering into Biology,018305,EGR,112FS,0,0,0,0,0,0,0,0,1,0,0
Introduction to Structural Engineering,003751,EGR,120L,0,0,0,0,0,0,0,0,0,0,0
Engineering the Planet,017425,EGR,160FS,0,0,0,0,0,0,0,0,0,0,0
Duke-Administered Study Abroad: Special Topics in Engineering,022217,EGR,190A,0,0,0,0,0,0,0,0,0,0,0
Duke-Administered Study Abroad: Special Topics in Engineering,021866,EGR,190AS,0,0,0,0,0,0,0,0,0,0,0
Special Topics in Engineering with Lab Component,024710,EGR,190L,0,0,0,0,0,0,0,0,0,0,0
Mechanics of Solids,003768,EGR,201L,0,0,0,0,0,0,0,0,0,0,0
Mechanics of Solids (1/2),020309,EGR,201L-1,0,0,0,0,0,0,0,0,0,0,0
Mechanics of Solids (2/2),020310,EGR,201L-2,0,0,0,0,0,0,0,0,0,0,0
Engineering Communication,003781,EGR,206,0,0,0,0,0,0,0,0,0,0,0
Dynamics,003777,EGR,244L,0,0,0,0,0,0,0,0,0,0,0
Global Disasters: Science and Policy,018265,EGR,260,0,0,0,0,0,0,0,0,0,1,0
Global Disasters: Reasons, Response and Recovery,018264,EGR,261,0,0,0,0,0,0,0,0,0,1,0
Engineering Systems Optimization and Economics,003775,EGR,305,0,0,0,0,0,0,0,0,0,0,0
Ethics in Professions: Scientific, Personal and Organizational Frameworks,015356,EGR,350S,0,0,0,0,0,0,1,0,0,0,0
Smart Home Technology Development,020366,EGR,355,0,0,0,0,0,0,0,0,0,0,0
Research Projects in Engineering,023172,EGR,393,0,0,0,0,0,0,0,0,1,0,0
Special Topics in Energy,024379,ENERGY,190,0,0,0,0,0,0,0,0,0,0,0
Focus Program Seminar in Energy: Special Topics,025263,ENERGY,190FS,0,0,0,0,0,0,0,0,0,0,0
Special Topics in Energy,024663,ENERGY,290,0,0,0,0,0,0,0,0,0,0,0
Introduction to Energy Generation, Delivery, Conversion and Efficiency,022007,ENERGY,310,0,0,0,0,0,0,0,0,0,0,0
Special Topics in Energy,023821,ENERGY,390,0,0,0,0,0,0,0,0,0,0,0
Special Topics in Energy,024885,ENERGY,390S,0,0,0,0,0,0,0,0,0,0,0
Connections in Energy: Interdisciplinary Team Projects,022390,ENERGY,395,0,0,0,0,0,0,0,0,1,0,0
Connections in Energy: Interdisciplinary Team Projects,022391,ENERGY,395-1,0,0,0,0,0,0,0,0,1,0,0
Connections in Energy: Interdisciplinary Team Projects,022397,ENERGY,396,0,0,0,0,0,0,0,0,1,0,0
Connections in Energy: Interdisciplinary Team Projects,022396,ENERGY,396-1,0,0,0,0,0,0,0,0,1,0,0
Introduction to Creative Writing,003824,ENGLISH,110S,0,0,0,0,0,0,0,0,0,0,1
Documentary Writing: Creative Nonfiction Through Fieldwork,018287,ENGLISH,111S,0,0,0,0,0,0,0,0,1,0,0
Representative American Writers,003819,ENGLISH,171,0,0,0,0,0,0,0,0,0,0,1
The Ethics of Democracy,024783,ENGLISH,173FS,0,0,0,0,0,0,1,0,0,0,0
The Ethics of Democracy,023517,ENGLISH,173S,0,0,0,0,0,0,1,0,0,0,0
Introduction to Film Studies,003845,ENGLISH,181,0,0,0,0,0,0,0,0,0,0,0
Readings in Genre,013691,ENGLISH,184S,0,0,0,0,0,0,0,0,0,0,1
Reading Thematically,019825,ENGLISH,186S,0,0,0,0,0,0,0,0,0,0,1
Special Topics in Language and Literature,023126,ENGLISH,190-1,0,0,0,0,0,0,0,0,0,0,0
Duke-Administered Study Abroad: Special Topics in English,003820,ENGLISH,190A,0,0,0,0,0,0,0,0,0,0,0
Focus Program Seminar: Topics on Literature,003813,ENGLISH,190FS-2,0,0,0,0,0,0,0,0,0,0,0
Focus Program Seminar: Topics on Linguistics,020115,ENGLISH,190FS-3,0,0,0,0,0,0,0,0,0,0,0
Duke-Administered Study Abroad: Special Topics in English,023995,ENGLISH,190SA,0,0,0,0,0,0,0,0,0,0,0
Performing Science: Experimentation, Collaboration, and Artistry,025268,ENGLISH,198FS,0,0,0,0,0,0,0,0,1,0,0
Introduction to Performance Studies,023900,ENGLISH,202S,0,0,1,0,0,0,0,0,0,0,0
English Historical Linguistics,003861,ENGLISH,204,0,0,0,0,0,0,0,0,0,0,0
Variety in Language: English in the United States,015766,ENGLISH,206,0,0,1,0,0,0,0,0,0,0,0
Criticism and the Arts,025335,ENGLISH,208S,0,0,0,0,0,0,0,0,0,0,1
Creative Non-Fiction: Writing for Publication,022088,ENGLISH,210SA,0,0,0,0,0,0,0,0,0,0,1
Digital Writing,021547,ENGLISH,211S,0,0,0,0,0,0,0,0,0,0,1
The Documentary Essay: Exploration, Research, and the Peripatetic Tradition in Documentary Writing,022841,ENGLISH,213S,0,0,0,0,0,0,0,0,1,0,0
Documentary Writing Workshop,021067,ENGLISH,214S,0,0,0,0,0,0,0,0,1,0,0
Scientific Writing,010358,ENGLISH,219S,0,0,0,0,0,0,0,0,0,0,1
Introduction to the Writing of Poetry,003844,ENGLISH,220S,0,0,0,0,0,0,0,0,0,0,1
