A
Israel/Palestine: Comparative Perspectives,023214,CULANTH,148,0,1,1,0,0,0,1,0,0,0,0
Anthropology of Food,024146,CULANTH,150,0,1,1,0,0,0,0,0,0,1,0
Borderline Humans: How Walls (and Bridges) Define Us,021552,CULANTH,153FS,1,1,1,0,0,0,1,0,0,0,0
Advertising and Society: Global Perspective (DS4),001876,CULANTH,170,0,1,1,0,0,0,0,0,0,0,0
Business Anthropology: Anthropologists in the Workplace,025328,CULANTH,171,0,1,1,0,0,0,0,0,0,0,0
Duke-Administered Study Abroad: Introductory Special Topics in Cultural Anthropology,001855,CULANTH,190A,0,0,0,0,0,0,0,0,0,0,0
Special Topics in Focus,018299,CULANTH,190FS,0,0,0,0,0,0,0,0,0,0,0
Topics in Cultural Anthropology,023825,CULANTH,190S,0,0,0,0,0,0,0,0,0,0,0
Duke-Administered Study Abroad: Special Topics in Cultural Anthropology,023996,CULANTH,190SA,0,0,0,0,0,0,0,0,0,0,0
Comparative Approaches to Global Issues,002842,CULANTH,195,1,1,1,0,0,0,0,0,0,0,1
Patient and Research Participant Activism and Advocacy,025265,CULANTH,196FS,0,1,0,0,0,0,0,0,0,1,1
Languages of the World,006285,CULANTH,202,0,1,1,0,0,0,0,0,0,0,0
Marxism and Society,001911,CULANTH,203,1,1,0,0,0,0,1,0,0,0,0
Anthropology of Law,001877,CULANTH,206,0,1,1,0,0,0,1,0,0,0,0
Anthropology of Sports,016388,CULANTH,207,1,1,1,0,0,0,0,0,0,0,0
The Anthropology of Race,012561,CULANTH,208,0,1,1,0,0,0,1,0,0,0,0
The Anthropology of Race,020772,CULANTH,208FS,0,1,1,0,0,0,1,0,0,0,0
Global Culture,001883,CULANTH,210,0,1,1,0,0,0,0,0,0,0,0
Language and Society,020504,CULANTH,212,0,1,1,0,0,0,0,0,0,0,0
Cyborgs,013840,CULANTH,213,0,1,1,0,0,0,0,0,0,1,1
Shamanism and Spirit Possession,021035,CULANTH,214S,1,1,1,0,0,0,1,0,1,0,0
Indian Civilization,020607,CULANTH,215S,1,1,1,0,0,0,1,0,0,0,1
Global Migration and Ethics,021780,CULANTH,216,0,1,0,0,0,0,1,0,0,0,0
Global Migration and Ethics,001978,CULANTH,216S,0,1,0,0,0,0,1,0,0,0,0
Political Economies of the Global Image,021331,CULANTH,217S,0,1,1,1,0,0,0,0,0,1,0
Anthropology and Global Health,021138,CULANTH,218S,0,1,0,0,0,0,1,0,0,1,0
Introduction to Performance Studies,023900,CULANTH,219S,0,0,1,1,0,0,0,0,0,0,1
Capoeira: Practice and Culture,022920,CULANTH,221SL,0,1,1,1,0,0,0,0,0,0,1
Sound in Social Life,021423,CULANTH,222S,0,0,1,1,0,0,0,0,0,1,0
Sound in Social Life,024805,CULANTH,222SA,0,1,1,1,0,0,0,0,0,1,0
Muslim Women Across the Ages,020896,CULANTH,224S,1,1,1,0,0,0,0,0,0,0,1
Anthropology and Psychology,001991,CULANTH,227,0,1,1,0,0,0,0,0,0,0,0
Gender and Language,009662,CULANTH,232,0,1,1,0,0,0,0,0,1,0,0
Farmworkers in North Carolina: Roots of Poverty, Roots of Change,014927,CULANTH,236S,0,1,1,0,0,0,1,0,0,0,0
Who Cares and Why: Social Activism and its Motivations,015530,CULANTH,239S,0,1,1,0,0,0,0,0,1,0,1
Migrant China,001888,CULANTH,241,1,1,1,0,0,0,0,0,0,0,0
Culture and Politics in Africa,000093,CULANTH,242,1,1,1,0,0,0,0,0,0,0,0
Culture and Politics in Latin America,001896,CULANTH,243,1,1,1,0,0,0,1,0,0,0,0
Human Rights in the Americas,023953,CULANTH,245S,1,0,1,0,0,0,0,0,0,0,1
Civil/Human Rights Activism: In the Spirit of Pauli Murray,020146,CULANTH,246S,1,0,1,1,0,0,0,0,1,0,0
The Arts and Human Rights,020266,CULANTH,248,0,1,0,1,0,0,1,0,0,0,0
Muslim World: Transformations and Continuities,001894,CULANTH,250,0,1,1,0,0,0,0,0,0,0,0
School Dropout and Educational Policy,022164,CULANTH,251S,0,1,1,0,0,0,0,0,1,0,1
Cultures and Politics of the America Borderlands,022141,CULANTH,254,0,1,1,0,0,0,1,0,0,1,0
Islamic Civilization I,009271,CULANTH,256,1,0,1,0,0,0,1,0,0,0,0
Islamic Civilization II,009272,CULANTH,257,1,0,1,0,0,0,1,0,0,0,0
Our Culinary Cultures,019057,CULANTH,258S,0,0,1,1,0,0,0,0,0,0,1
Music in South Asia,014340,CULANTH,259,1,0,1,1,0,0,0,0,0,0,0
Around the Bloc: Cold War Culture in the USSR and Eastern Europe,022997,CULANTH,259S,1,1,1,0,0,0,1,0,0,0,0
Race, Genomics, and Society,019367,CULANTH,261D,0,1,0,0,1,0,1,0,0,1,0
Race, Genomics, and Society,019367,CULANTH,261D,0,1,0,0,1,0,1,0,0,1,0
Documenting Black Experiences,020222,CULANTH,262S,0,0,1,1,0,0,0,0,0,0,0
Black Europe: Race, Ethnicity and Diaspora in Contemporary Europe,021218,CULANTH,263,1,1,1,0,0,0,1,0,0,0,0
Culture and Politics in Contemporary Europe: Citizenship, Migration, and National Belonging,012560,CULANTH,265,1,1,1,0,0,0,1,0,0,0,0
Black Gods and Kings: Priests and Practices of the Afro-Atlantic Religions,009281,CULANTH,269,1,1,1,0,0,0,1,0,0,0,0
Gender and Culture,001879,CULANTH,271,0,1,1,0,0,0,0,0,0,0,0
Advertising and Masculinity,013831,CULANTH,272S,0,1,1,0,0,0,0,0,0,0,0
The Middle East Through Film,023843,CULANTH,273,1,0,1,1,0,0,1,0,0,0,0
Sex/Gender - Nature/Nurture: Intersections of Biology and Society,022838,CULANTH,278,0,0,0,0,1,0,0,0,0,1,0
Ethics of Ethnography: In the Field and on the Page,025420,CULANTH,280S,0,1,0,0,0,0,1,0,1,0,1
Ritual, Performance, and Religion,023535,CULANTH,284,1,0,1,1,0,0,0,0,0,0,0
Current Issues in Anthropology,001946,CULANTH,290,0,0,0,0,0,0,0,0,0,0,0
Duke-Administered Study Abroad: Special Topics in Cultural Anthropology,001864,CULANTH,290A,0,0,0,0,0,0,0,0,0,0,0
Current Issues in Anthropology,001947,CULANTH,290S,0,0,0,0,0,0,0,0,0,0,0
Anthropology of Childhood,024226,CULANTH,295S,0,1,1,0,0,0,0,0,0,0,1
Theoretical Foundations of Cultural Anthropology,001954,CULANTH,301,0,1,1,0,0,0,0,0,0,0,0
Fieldwork Methods: Cultural Analysis and Interpretation,015745,CULANTH,302,0,1,0,0,0,0,1,0,1,0,1
Theory Today: Introduction to the Study of Literature,020179,CULANTH,303S,0,0,0,1,0,0,0,0,0,0,0
White People: In Anthropological Perspective,024156,CULANTH,305S,1,1,1,0,0,0,0,0,1,0,0
Health, Culture, and the Latino Community,015778,CULANTH,306,0,0,1,0,0,0,0,1,0,0,0
Development and Africa,000041,CULANTH,307,1,1,1,0,0,0,0,0,0,0,0
BorderWork(s): At Home/On the Wall: between Belfast and Durham,021087,CULANTH,308T,1,0,1,0,0,0,0,0,1,0,1
Food and the Body,021793,CULANTH,309S,0,1,1,0,0,0,0,0,0,1,0
Conflict Analysis in Africa (Case Studies),022147,CULANTH,310S,1,1,1,0,0,0,0,0,0,0,0
Dancing States of Mind: The Self, Social and Political Practice of Dance,024428,CULANTH,311S,0,0,0,1,0,0,0,0,1,0,0
War and Public Health in Africa,023220,CULANTH,312,1,1,1,0,0,0,1,0,0,0,0
Africa, Youth and Democracy,023659,CULANTH,315,0,1,1,0,0,0,0,0,1,0,0
Breakdancers, Vocaloids and Gamers: East Asian Youth Culture,023287,CULANTH,316S,1,1,1,0,0,0,0,0,0,0,0
The Modern Caribbean after Emancipation,021059,CULANTH,322,1,0,1,0,0,0,0,0,0,0,0
Pilgrimage,023566,CULANTH,327S,1,0,1,1,0,0,1,0,1,0,0
Narratives of Migration,025338,CULANTH,330S,0,0,1,1,0,0,0,0,1,0,0
Race in Durham,021344,CULANTH,332S,0,1,1,0,0,0,0,0,1,0,0
The Wire,020750,CULANTH,333S,0,1,1,0,0,0,1,0,0,0,0
The History of Hip-Hop,022531,CULANTH,335,0,0,1,1,0,0,0,0,0,0,0
Hollywood and Africa: Case Studies in Filmic Representation,023219,CULANTH,336,0,0,1,1,0,0,0,0,0,0,1
Anthropology and Public Policy,020831,CULANTH,340,1,1,0,0,0,0,1,0,0,0,0
Life and Death: Global Perspectives,021082,CULANTH,341,1,1,1,0,0,0,1,0,0,0,0
Displacements: Migration and Human Trafficking,022165,CULANTH,342,0,1,1,1,0,0,1,0,1,0,0
Themes in Chinese Culture and History,001935,CULANTH,343A,1,1,1,0,0,0,0,0,0,0,0
Troubling Pasts: Slavery, Genocide, and Terror,022157,CULANTH,344,0,1,1,1,0,0,1,0,0,0,0
Energy Futures and Environmental Justice,024154,CULANTH,345S,0,1,1,0,0,0,0,0,0,1,0
The Connection between Human Rights, Memory and How Societies Create Memorials,024194,CULANTH,346S,0,0,0,1,0,0,1,0,0,0,0
The University as a Culture: A Survivor's Guide,024418,CULANTH,347S,1,1,1,0,0,0,1,0,0,0,0
Memory Bandits: Human Rights, Duke's History and a Plan to Expand History-Telling,024468,CULANTH,347T,0,1,1,1,0,0,1,0,1,0,0
The Politics of Salsa: Music, Urban Spaces and Globalization,025215,CULANTH,348A,0,0,1,1,0,0,0,1,0,0,0
Anthropology of Money,024695,CULANTH,350,1,1,1,0,0,0,1,0,0,0,0
From Enlightenment Culture to Popular Culture,024651,CULANTH,352A,0,1,1,0,0,0,0,1,0,0,0
Global Apple: Life and Death and the Digital Revolution,025347,CULANTH,360S,1,1,0,0,0,0,1,0,0,1,0
Minor Japan,021854,CULANTH,364S,1,0,1,1,0,0,1,0,0,0,0
Mayas, Aztecs and Incas: The World According to the Indigenous People of Latin America,019872,CULANTH,367D,1,0,0,0,0,0,1,0,1,0,0
Mayas, Aztecs, and Incas: The World According to the Indigenous People of Latin America,020117,CULANTH,367S,1,0,0,0,0,0,1,1,1,0,0
Visualizing the Caribbean,022532,CULANTH,368,0,1,1,1,0,0,0,0,1,0,0
Transnational Muslims in Germany: Politics of Migration, Religion, and Culture,025261,CULANTH,382SA,1,1,1,0,0,0,1,0,0,0,0
Cities and City Life in Italy,014666,CULANTH,383,1,0,1,1,0,0,0,0,0,0,0
Cities and City Life in Italy,023934,CULANTH,383A,1,0,1,1,0,0,0,0,0,0,0
Back in the U.S.S.R.: Everyday Soviet Culture, 1956-1989,009654,CULANTH,388S,1,0,1,1,0,0,0,0,0,0,0
Food, Culture, and Society,025246,CULANTH,389S,1,1,1,0,0,0,1,0,0,0,0
Duke-Administered Study Abroad: Special Topics in Cultural Anthropology,023347,CULANTH,390SA,0,0,0,0,0,0,0,0,0,0,0
Environment, Health, and Development in China,020240,CULANTH,395S,0,1,1,0,0,0,1,0,0,1,0
Health Policy in Transition: Challenges for China,020270,CULANTH,396AS,1,1,1,0,0,0,1,0,0,1,0
Language in Immigrant America,021084,CULANTH,397S,0,0,1,1,0,0,0,0,1,0,0
Global Russia,020278,CULANTH,399,1,1,1,0,0,0,1,0,0,0,0
Global Russia,023884,CULANTH,399A,1,1,1,0,0,0,1,0,0,0,0
Politics and Obligations of Memory,020049,CULANTH,403S,1,1,1,0,0,0,1,0,0,0,0
Surviving Globalization: The Global South and the Development Imagination,024244,CULANTH,409,0,1,1,0,0,0,1,0,0,0,0
Research in Human Rights,022361,CULANTH,414S,0,1,1,0,0,0,1,0,1,0,0
Interethnic Intimacies: Production and Consumption,022582,CULANTH,415S,1,0,1,1,0,0,1,0,0,0,0
The Middle East: From Facebook to Film,001955,CULANTH,417S,1,1,1,0,0,0,0,0,0,0,0
Global Environmentalism and the Politics of Nature,013132,CULANTH,419S,1,1,1,0,0,0,0,0,0,1,0
Myth, Ritual, Symbol,015488,CULANTH,422,1,1,1,0,0,0,0,0,0,0,1
Medical Anthropology,017935,CULANTH,424,0,1,0,0,0,0,1,0,0,1,1
Medical Anthropology,018531,CULANTH,424-1,0,1,1,0,0,0,1,0,0,1,0
Globalization and Anti-Globalization,016053,CULANTH,425,1,1,1,0,0,0,0,0,0,0,0
Gender and Sexuality in Latin America,015192,CULANTH,429,1,1,1,0,0,0,0,0,0,0,0
Global Tibet,021347,CULANTH,431S,1,1,1,0,0,0,1,0,0,0,0
Gender, Sex and Citizenship,020755,CULANTH,432S,0,1,1,0,0,0,1,0,0,0,0
The New Middle East,022461,CULANTH,433,0,1,1,0,0,0,1,0,0,0,0
Cultures of New Media,021120,CULANTH,434S,0,1,0,1,0,0,0,0,0,1,0
Techno-Orientalism: Asian/America, (Post)Human and Science Fiction,024757,CULANTH,438S,1,0,1,1,0,0,0,0,0,0,0
Games and Culture: Politics, Pleasure and Pedagogy,024157,CULANTH,440S,0,1,1,0,0,0,0,0,0,0,0
The Global Caribbean,024698,CULANTH,450S,0,1,1,0,0,0,1,0,1,0,0
Global Cities,021345,CULANTH,465S,0,1,1,0,0,0,1,0,0,0,0
Capstone: Research in Human Rights,025138,CULANTH,470S,0,0,0,0,0,0,0,0,1,0,1
Two Koreas: History, Society and Culture,017073,CULANTH,473,1,0,1,1,0,0,0,0,0,0,0
Living, Dying, Healing in Russia,024120,CULANTH,481,0,1,1,0,0,0,1,0,0,0,0
Special Topics,021753,CULANTH,490S,0,0,0,0,0,0,0,0,0,0,0
Latino/as in the Global South Capstone - Global/Local Contexts,020494,CULANTH,495S,1,1,1,0,0,0,0,0,0,0,0
Senior Seminar Distinction Program Sequence,001960,CULANTH,498S,0,0,0,0,0,0,0,0,1,0,0
Senior Seminar Distinction Program Sequence,001961,CULANTH,499S,0,0,0,0,0,0,0,0,0,0,1
Introduction to Political Science,023876,POLSCI,101,0,1,0,0,0,0,0,0,0,0,0
The Documentary Experience: A Video Approach,008062,POLSCI,105S,0,1,0,1,0,0,0,0,1,0,0
Introduction to African Studies (DS3 or DS4),000082,POLSCI,108,1,0,1,1,0,0,0,0,0,0,0
Comparative Approaches to Global Issues,002842,POLSCI,110,1,1,1,0,0,0,0,0,0,0,1
From Voting to Protests: Introduction to Political Attitudes, Groups and Behaviors,021542,POLSCI,114D,0,1,1,0,0,0,0,0,0,0,0
Rules of Power: How Institutions Shape What Politics Deliver,021802,POLSCI,115D,0,1,0,0,0,0,0,0,0,0,0
The American Political System,008332,POLSCI,116,0,1,0,0,0,0,0,0,0,0,0
Democracy, Development and Violence: Introduction to Comparative Politics,008334,POLSCI,117,0,1,1,0,0,0,1,0,0,0,0
The Challenges of Living an Ethical Life,024969,POLSCI,120,1,0,0,0,0,0,1,0,0,0,0
The Challenges of Living an Ethical Life,017925,POLSCI,120D,1,0,0,0,0,0,1,0,0,0,0
Introduction to Political Economy,020020,POLSCI,145,0,1,0,0,0,0,1,0,0,0,0
Politics and Economics,024419,POLSCI,146,0,1,0,0,0,0,0,0,0,0,0
Citizenship, Patriotism, \u0026 Identity,024646,POLSCI,150FS,1,1,0,0,0,0,1,0,0,0,0
Israel/Palestine: Comparative Perspectives,023214,POLSCI,159,0,1,1,0,0,0,1,0,0,0,0
Introduction to Security, Peace and Conflict,008337,POLSCI,160D,0,1,1,0,0,0,0,0,0,0,0
Introduction to Security, Peace and Conflict,008336,POLSCI,160S,0,1,1,0,0,0,0,0,0,0,0
Liberty and Equality: Ancient and Modern Perspectives,023434,POLSCI,170FS,1,1,1,0,0,0,1,0,0,0,0
Political Polarization in the US: Causes and Consequences,023518,POLSCI,171FS,0,1,0,0,0,0,0,0,0,0,0
Racial Attitudes and Racial Politics in the United States,023567,POLSCI,172FS,0,1,1,0,0,0,1,0,0,0,0
Introduction to Political Philosophy,008397,POLSCI,175,0,1,0,0,0,0,1,0,0,0,0
Introduction to Political Philosophy,014956,POLSCI,175D,0,1,0,0,0,0,1,0,0,0,0
Hierarchy and Spontaneous Order: The Nature of Freedom in Political and Economic Organizations (C-N),018147,POLSCI,180FS,0,1,0,0,0,0,1,0,0,0,1
Ancient and Modern Liberty,018230,POLSCI,184FS,1,1,1,0,0,0,1,0,0,0,0
The Politics of Language,020152,POLSCI,185FS,0,1,0,0,0,0,0,0,0,0,0
American Perspectives on Citizenship,022718,POLSCI,188FS,0,1,0,0,0,0,1,0,0,0,0
Introduction to Machine Learning and Legislative Behavior,024601,POLSCI,189FS,0,1,0,0,0,0,0,0,1,0,0
Special Topics in Political Science,024752,POLSCI,190,0,0,0,0,0,0,0,0,0,0,0
Special Topics in the Focus Program,022099,POLSCI,190FS,0,0,0,0,0,0,0,0,0,0,0
Special Topics in Political Science,023822,POLSCI,190S,0,0,0,0,0,0,0,0,0,0,0
Freedom and Moral Obligation,025242,POLSCI,195FS,1,0,0,0,0,0,1,0,0,0,1
Public Opinion,008386,POLSCI,201,0,1,0,0,0,0,1,0,0,0,0
Film, Race and Politics,021819,POLSCI,202,0,1,1,0,0,0,0,0,0,0,0
Women and the Political Process,010426,POLSCI,203,0,1,0,0,0,0,0,0,1,0,0
Race, Ethnicity and Citizenship,022520,POLSCI,204,0,1,1,0,0,0,0,0,0,0,0
Introduction to Racial and Ethnic Minorities in American Politics,018286,POLSCI,205,0,1,1,0,0,0,0,0,0,0,0
Introduction to Racial and Ethnic Minorities in American Politics,014317,POLSCI,205D,0,1,1,0,0,0,0,0,0,0,0
American Values, Institutions, and Culture,018032,POLSCI,206,0,1,1,0,0,0,0,0,0,0,0
Reason and Passion in Politics,021820,POLSCI,207,0,1,0,0,0,0,0,0,0,0,0
Contemporary Constitutional Law,022317,POLSCI,209D,0,1,0,0,0,0,1,0,0,0,0
Democracy: Ancient and Modern,021996,POLSCI,211,1,1,1,0,0,0,1,0,0,0,0
The American Presidency,008376,POLSCI,212,0,1,0,0,0,0,1,0,0,0,0
Introduction to Engaged Citizenship and Social Change (Gateway Course),023957,POLSCI,213S,0,1,1,0,0,0,1,0,0,0,0
Media and Power in Washington,021888,POLSCI,214SA,0,1,0,0,0,0,0,0,0,0,0
American Constitutional Law,008477,POLSCI,215,0,1,0,0,0,0,1,0,0,0,0
Comparative Government and Politics: Selected Countries,008390,POLSCI,219,0,1,1,0,0,0,0,0,0,0,0
South Africa: Past and Future,019171,POLSCI,221,1,1,1,0,0,0,1,0,0,0,0
The Arab Youths Revolution,021803,POLSCI,222,0,1,1,0,0,0,1,0,0,0,0
Inequality and Politics,024107,POLSCI,224,0,1,0,0,0,0,0,0,0,0,0
Research in International Policy Issues,021505,POLSCI,225S,0,1,1,0,0,0,0,0,1,0,0
The European Union: History, Institutions and Policies,021515,POLSCI,226,0,1,0,0,0,0,0,0,0,0,0
Ethnic Conflict,013579,POLSCI,227,0,1,1,0,0,0,0,0,1,0,0
Politics of Authoritarian Regimes,024425,POLSCI,228,0,1,1,0,0,0,0,0,1,0,0
Institutions and Self Governance,024409,POLSCI,229,1,1,1,0,0,0,0,0,0,0,0
Networks in a Globalizing World,021804,POLSCI,230,0,1,0,0,0,0,0,0,1,0,0
Nuclear Weapons: US Foreign Policy and the Challenges of Global Proliferation,022837,POLSCI,233,0,1,0,0,0,0,0,0,0,1,0
Are Things Getting Better? The Question of Progress in World Affairs,023845,POLSCI,234D,0,1,0,0,0,0,0,0,1,0,1
Comparative Urban Politics and Policymaking,022239,POLSCI,235S,0,1,1,0,0,0,1,0,0,0,0
Advanced Research Seminar in Urban Politics and Policymaking,022238,POLSCI,236S,0,1,1,0,0,0,0,0,1,0,1
Religion and Foreign Policy,025056,POLSCI,237,1,1,1,0,0,0,1,0,0,0,0
Racial Attitudes, Racial Prejudice, and Racial Politics,023571,POLSCI,238,0,1,1,0,0,0,1,0,0,0,0
Political Communication in a Changing Media Environment,022835,POLSCI,239S,0,1,0,0,0,0,0,0,1,0,0
Political Psychology,008395,POLSCI,240,0,1,1,0,0,0,0,0,0,0,0
Theory and Practice: People, Places and Policy Cases,021708,POLSCI,240SA,0,1,0,0,0,0,0,0,0,0,0
Political Persuasion,021533,POLSCI,241S,0,1,0,0,0,0,0,0,1,0,0
Whose Democracy? Participation and Public Policy in the United States,021672,POLSCI,241SA,0,1,0,0,0,0,0,0,0,0,0
Campaigns and Elections,008415,POLSCI,242,0,1,0,0,0,0,0,0,0,0,0
Whose Democracy? Participation and Public Policy in the United States,020194,POLSCI,243S,0,1,0,0,0,0,0,0,1,0,0
American Constitutional Development and Interpretation II: Individual Rights,023654,POLSCI,246,0,1,0,0,0,0,1,0,0,0,0
Denial, Faith, Reason: Sustainability and Survival,022548,POLSCI,249,0,0,0,0,0,0,1,0,0,0,0
The Politics of International Economic Relations: America in the World Economy,022827,POLSCI,250,0,1,1,0,0,0,0,0,0,0,0
Relations between Industrialized and Developing Countries,025146,POLSCI,251S,0,1,0,0,0,0,0,0,0,0,0
Life Within Capitalism: A History of its Values, Measures and Struggles,022572,POLSCI,252,1,0,0,0,0,0,1,0,0,0,0
America in the World Economy: The Law, Politics, and Economics of U.S. Antitrust, 1890-2015,023597,POLSCI,255,0,1,0,0,0,0,0,0,1,0,0
Frontier City Berlin: Facing History's Great Challenges,017281,POLSCI,260A,1,0,1,0,0,0,0,0,0,0,0
The Holocaust,021600,POLSCI,262,1,0,1,0,0,0,1,0,0,1,0
The Political History of Modern Architecture: From Revolution through Neoliberalism,025018,POLSCI,263,1,0,1,1,0,0,0,0,0,0,0
Democracy and Dysfunctional Politics,023205,POLSCI,264S,0,1,0,0,0,0,0,0,0,0,0
Introduction to American Political Thought,008407,POLSCI,265S,0,1,0,0,0,0,1,0,0,0,0
Distributive Justice,014617,POLSCI,266,0,1,0,0,0,0,1,0,0,0,0
Politics and Literature,008370,POLSCI,268,0,1,0,1,0,0,1,0,0,0,0
Human Rights in Theory and Practice,008456,POLSCI,272,1,1,1,0,0,0,1,0,0,0,0
The Middle East Through Film,023843,POLSCI,273,1,0,1,1,0,0,1,0,0,0,0
Left, Right, and Center: Competing Political Ideals,014153,POLSCI,275,0,1,1,0,0,0,1,0,0,0,0
Left, Right, and Center: Competing Political Ideals,024657,POLSCI,275S,0,1,1,0,0,0,1,0,0,0,0
Contemporary Documentary Film: Filmmakers and the Full Frame Documentary Film Festival,017078,POLSCI,276,0,0,1,1,0,0,0,0,0,1,0
The Ethics of War: Self-Defense, Humanitarian Intervention, Terrorism and Law,022775,POLSCI,277D,0,1,0,0,0,0,1,0,0,0,0
Roman Political Thought and Its Modern Legacy,024659,POLSCI,278,1,0,1,0,0,0,1,0,0,0,0
Professionalism and Successful Internships in Political Science,025523,POLSCI,279,0,0,0,0,0,0,0,0,0,0,0
Duke Semester Program: Florence,017198,POLSCI,281A,0,1,1,0,0,0,0,0,0,0,0
Duke Summer/Semester Program: Madrid,008353,POLSCI,283A,0,1,1,0,0,0,0,0,0,0,0
Duke Semester Program: Ecuador,017186,POLSCI,284A,0,1,1,0,0,0,0,0,0,0,0
Duke Summer/Semester Program: France,017185,POLSCI,286A,0,1,1,0,0,0,0,1,0,0,0
Duke Semester Program: Venice,017024,POLSCI,287A,0,1,1,0,0,0,0,0,0,0,0
Duke-Administered Study Abroad: Advanced Special Topics in Political Science,008359,POLSCI,290A,0,0,0,0,0,0,0,0,0,0,0
Sophomore/Junior Independent Study Political Theory,019036,POLSCI,291-1,0,0,0,0,0,0,0,0,0,0,0
Sophomore/Junior Independent Study Political Institutions,019020,POLSCI,291-2,0,0,0,0,0,0,0,0,0,0,0
Sophomore/Junior Independent Study Security Peace and Conflict,019021,POLSCI,291-3,0,0,0,0,0,0,0,0,0,0,0
Sophomore/Junior Independent Study Political Methodology,021385,POLSCI,291-5,0,0,0,0,0,0,0,0,0,0,0
Political Economy of Immigration,024199,POLSCI,294A,0,1,1,0,0,0,0,0,0,0,0
